716.5313105737893,1
513.417119032592,2
367.8794411714424,3
263.5971381157268,4
188.8756028375618,5
135.3352832366127,6
96.97196786440506,7
69.48345122280155,8
49.78706836786395,9
35.67399334725239,10
25.5615332065074,11
18.31563888873418,12
13.12372873694097,13
9.403562551495206,14
6.737946999085467,15
4.827949993831441,16
3.459377336464758,17
9.899220507049659,18
4.709060919293854,19
23.91857666814202,20
5.631868732131283,21
22.38338281982557,22
27.91319410312617,23
7.408213106885437,24
21.99344966564757,25
11.23712228300701,26
25.10009842751503,27
31.63544587427237,28
41.55745603154453,29
34.09711923766196,30
36.04460780271564,31
20.70453684476858,32
35.38474488507064,33
2.03401425989692,34
16.28072044882252,35
6.220363171565632,36
0.004402520529973925,37
0.003154543805170234,38
0.002260329406981054,39
0.00161959679231261,40
0.001160491812196861,41
0.0008315287191035679,42
0.0005958163628790234,43
0.0004269210793550155,44
0.0003059023205018258,45
0.0002191885906167364,46
0.0001570554880974321,47
0.0001125351747192591,48
8.063497622724119e-05,49
5.777748519419133e-05,50
4.139937718785167e-05,51
2.966394999335002e-05,52
2.125514896553039e-05,53
1.522997974471263e-05,54
1.091275734649122e-05,55
7.819332323455081e-06,56
5.602796437537268e-06,57
4.014579074266741e-06,58
2.876571605486451e-06,59
2.061153622438558e-06,60
1.476881106379815e-06,61
1.058231554715994e-06,62
7.582560427911906e-07,63
5.433141960916677e-07,64
3.893016329789065e-07,65
2.789468092868925e-07,66
1.998741228387142e-07,67
1.4321606718741e-07,68
1.026187963170189e-07,69
7.352958061453839e-08,70
5.268624676367615e-08,71
3.775134544279098e-08,72
2.70500210260469e-08,73
1.938218701684189e-08,74
1.388794386496402e-08,75
9.951146618737897e-09,76
7.13030812843618e-09,77
5.109089028063325e-09,78
3.660822257116386e-09,79
2.623093769669295e-09,80
1.879528816539083e-09,81
1.346741246175954e-09,82
9.649822701262322e-10,83
6.914400106940203e-10,84
4.954384170457418e-10,85
3.549971382743881e-10,86
2.543665647376923e-10,87
1.822616079976515e-10,88
1.305961488458431e-10,89
9.357622968840174e-11,90
6.70502984971845e-11,91
4.804363825655127e-11,92
3.442477108469977e-11,93
2.466642634152264e-11,94
1.767426679366301e-11,95
1.266416554909418e-11,96
9.074271138215858e-12,97
6.501999391167752e-12,98
4.658886145103398e-12,99
3.338237795364999e-12,100
2.39195190251985e-12,101
1.713908431542013e-12,102
1.228069054656263e-12,103
8.799499292079708e-13,104
6.305116760146989e-13,105
4.517813575468876e-13,106
3.237154882158786e-13,107
2.31952283024357e-13,108
1.662010733460246e-13,109
1.19088272903398e-13,110
8.533047625744066e-14,111
6.114195798462941e-14,112
4.381012728577428e-14,113
3.13913279204803e-14,114
2.249286933551328e-14,115
1.61168451435404e-14,116
1.154822417301579e-14,117
8.274664201490895e-15,118
5.929055984852316e-15,119
4.248354255291589e-15,120
